ACCESSION	samplename	DNA#	ADM_#	ADM_CODE	POP_CODE	POPNAME	POP#	GROUP	LONG	LAT	server	path	plastome
GYP13_DNA921	GYP13	921	250	PBAL	GYP	Gypsumville		B03	-98.62	51.77	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2013-10-09/IX1915/C2P4LACXX_2/IX1915_C2P4LACXX_2_TGACCA.bam	DONE
GYP14_DNA922	GYP14	922	251	PBAL	GYP	Gypsumville		B03	-98.62	51.77	west	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2013-09-27/IX1900/C2F5GACXX_2/IX1900_C2F5GACXX_2_CTTGTA.bam	DONE
GYP15_DNA923	GYP15	923	252	PBAL	GYP	Gypsumville		B03	-98.62	51.77	west	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2013-10-02/IX1911/C2F5EACXX_6/IX1911_C2F5EACXX_6_AAGCGA.bam	DONE
HAY2_DNA924	HAY2	924	283	PBAL	HAY	Hay River		B03	-115.78	60.8	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2013-10-10/IX1917/C2P4LACXX_4/IX1917_C2P4LACXX_4_ACTCTC.bam	DONE
HAY6_DNA925	HAY6	925	287	PBAL	HAY	Hay River		B03	-115.78	60.8	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2013-10-10/IX1919/C2P4LACXX_6/IX1919_C2P4LACXX_6_ATACGG.bam	DONE
HAY7_DNA926	HAY7	926	288	PBAL	HAY	Hay River		B03	-115.78	60.8	west	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2013-10-02/IX1912/C2F5EACXX_7/IX1912_C2F5EACXX_7_CACGAT.bam	DONE
HAY10_DNA927	HAY10	927	276	PBAL	HAY	Hay River		B03	-115.78	60.8	west	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2013-09-27/IX1900/C2F5GACXX_2/IX1900_C2F5GACXX_2_GAGTGG.bam	DONE
KUU8_DNA930	KUU8	930	381	PBAL	KUU	Kuujjuaq		B04	-68.65	58.02	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2013-10-09/IX1915/C2P4LACXX_2/IX1915_C2P4LACXX_2_GCCGCG.bam	DONE
KUU12_DNA932	KUU12	932	374	PBAL	KUU	Kuujjuaq		B04	-68.65	58.02	west	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2013-10-01/IX1909/C2F5EACXX_4/IX1909_C2F5EACXX_4_TCATTC.bam	DONE
GIL1_DNA935	GIL1	935	213	PBAL	GIL	Gillam		B03	-94.63	56.35	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2013-10-18/IX1954/C2NR6ACXX_7/IX1954_C2NR6ACXX_7_GTAGAG.bam	DONE
GIL10_DNA936	GIL10	936	208	PBAL	GIL	Gillam		B03	-94.63	56.35	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2013-10-18/IX1954/C2NR6ACXX_7/IX1954_C2NR6ACXX_7_ACAGTG.bam	DONE
GIL13_DNA937	GIL13	937	210	PBAL	GIL	Gillam		B03	-94.63	56.35	west	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2013-10-01/IX1906/C2F5EACXX_1/IX1906_C2F5EACXX_1_AAACAT.bam	DONE
GRA12_DNA938	GRA12	938	240	PBAL	GRA	Grand Rapids		B03	-99.35	53.2	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2013-10-10/IX1918/C2P4LACXX_5/IX1918_C2P4LACXX_5_AAGGAC.bam	DONE
LAB11_DNA941	LAB11	941	382	PBAL	LAB	Labrador City		B04	-67.25	52.93	west	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2013-10-01/IX1905/C2F5GACXX_7/IX1905_C2F5GACXX_7_CACTCA.bam	DONE
LAB13_DNA942	LAB13	942	383	PBAL	LAB	Labrador City		B04	-67.25	52.93	west	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2013-10-01/IX1907/C2F5EACXX_2/IX1907_C2F5EACXX_2_CCGCAA.bam	DONE
LAR7_DNA946	LAR7	946	405	PBAL	LAR	La Ronge		B03	-105.55	54.75	west	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2013-10-02/IX1912/C2F5EACXX_7/IX1912_C2F5EACXX_7_GCCTTA.bam	DONE
LAR8_DNA947	LAR8	947	406	PBAL	LAR	La Ronge		B03	-105.55	54.75	west	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2013-10-01/IX1904/C2F5GACXX_6/IX1904_C2F5GACXX_6_TCCCGA.bam	DONE
LAR12_DNA948	LAR12	948	396	PBAL	LAR	La Ronge		B03	-105.55	54.75	west	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2013-10-01/IX1903/C2F5GACXX_5/IX1903_C2F5GACXX_5_TTCGAA.bam	DONE
LAR14_DNA949	LAR14	949	398	PBAL	LAR	La Ronge		B03	-105.55	54.75	west	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2013-10-01/IX1902/C2F5GACXX_4/IX1902_C2F5GACXX_4_GCCAAT.bam	DONE
LOV8_DNA950	LOV8	950	437	PBAL	LOV	Love		B03	-105.5	53.63	west	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2013-10-01/IX1909/C2F5EACXX_4/IX1909_C2F5EACXX_4_AAAGCA.bam	DONE
LOV9_DNA951	LOV9	951	438	PBAL	LOV	Love		B03	-105.5	53.63	west	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2013-10-01/IX1907/C2F5EACXX_2/IX1907_C2F5EACXX_2_AATAGG.bam	DONE
LOV10_DNA952	LOV10	952	426	PBAL	LOV	Love		B03	-105.5	53.63	west	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2013-10-02/IX1913/C2F5EACXX_8/IX1913_C2F5EACXX_8_AGAAGA.bam	DONE
LOV15_DNA954	LOV15	954	430	PBAL	LOV	Love		B03	-105.5	53.63	west	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2013-10-01/IX1903/C2F5GACXX_5/IX1903_C2F5GACXX_5_ATCTAT.bam	DONE
MAN11_DNA957	MAN11	957	439	PBAL	MAN	Manicougan		B04	-68.32	49.3	west	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2013-09-27/IX1899/C2F5GACXX_1/IX1899_C2F5GACXX_1_CCTTAG.bam	DONE
MAN13_DNA959	MAN13	959	441	PBAL	MAN	Manicougan		B04	-68.32	49.3	west	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2013-10-02/IX1913/C2F5EACXX_8/IX1913_C2F5EACXX_8_GAATAA.bam	DONE
MAN15_DNA960	MAN15	960	442	PBAL	MAN	Manicougan		B04	-68.32	49.3	west	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2013-09-27/IX1899/C2F5GACXX_1/IX1899_C2F5GACXX_1_GCTCCA.bam	DONE
MAT5_DNA961	MAT5	961	460	PBAL	MAT	Matapedia		B04	-67.18	48.22	west	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2013-09-27/IX1900/C2F5GACXX_2/IX1900_C2F5GACXX_2_TCGAAG.bam	DONE
MAT6_DNA962	MAT6	962	461	PBAL	MAT	Matapedia		B04	-67.18	48.22	west	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2013-10-02/IX1912/C2F5EACXX_7/IX1912_C2F5EACXX_7_TTCTCC.bam	DONE
MAT8_DNA963	MAT8	963	463	PBAL	MAT	Matapedia		B04	-67.18	48.22	west	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2013-10-01/IX1903/C2F5GACXX_5/IX1903_C2F5GACXX_5_CAGATC.bam	DONE
MEL2_DNA965	MEL2	965	493	PBAL	MEL	Melville		B03	-102.62	51.35	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2013-10-10/IX1917/C2P4LACXX_4/IX1917_C2P4LACXX_4_AAATGC.bam	DONE
MEL3_DNA966	MEL3	966	494	PBAL	MEL	Melville		B03	-102.62	51.35	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2013-10-10/IX1918/C2P4LACXX_5/IX1918_C2P4LACXX_5_ACAAAC.bam	DONE
MEL10_DNA967	MEL10	967	487	PBAL	MEL	Melville		B03	-102.62	51.35	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2013-10-09/IX1914/C2P4LACXX_1/IX1914_C2P4LACXX_1_AGATAG.bam	DONE
MEL13_DNA968	MEL13	968	490	PBAL	MEL	Melville		B03	-102.62	51.35	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2013-10-10/IX1916/C2P4LACXX_3/IX1916_C2P4LACXX_3_ATGAGC.bam	DONE
MEL14_DNA969	MEL14	969	491	PBAL	MEL	Melville		B03	-102.62	51.35	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2013-10-18/IX1953/C2NR6ACXX_6/IX1953_C2NR6ACXX_6_CATGGC.bam	DONE
MEL15_DNA970	MEL15	970	492	PBAL	MEL	Melville		B03	-102.62	51.35	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2013-10-10/IX1916/C2P4LACXX_3/IX1916_C2P4LACXX_3_CGAGAA.bam	DONE
MGR7_DNA971	MGR7	971	510	PBAL	MGR	Mount Groulx		B04	-68.13	51.33	west	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2013-10-01/IX1908/C2F5EACXX_3/IX1908_C2F5EACXX_3_GACGGA.bam	DONE
MGR12_DNA972	MGR12	972	506	PBAL	MGR	Mount Groulx		B04	-68.13	51.33	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2013-10-09/IX1915/C2P4LACXX_2/IX1915_C2P4LACXX_2_GGCACA.bam	DONE
MIN5_DNA973	MIN5	973	522	PBAL	MIN	Minnedosa		B03	-99.85	50.32	west	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2013-10-02/IX1911/C2F5EACXX_6/IX1911_C2F5EACXX_6_TCGGCA.bam	DONE
MIN6_DNA974	MIN6	974	523	PBAL	MIN	Minnedosa		B03	-99.85	50.32	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2013-10-18/IX1954/C2NR6ACXX_7/IX1954_C2NR6ACXX_7_AGGTTT.bam	DONE
MIN7_DNA975	MIN7	975	524	PBAL	MIN	Minnedosa		B03	-99.85	50.32	west	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2013-10-01/IX1907/C2F5EACXX_2/IX1907_C2F5EACXX_2_ACTTGA.bam	DONE
MIN15_DNA978	MIN15	978	517	PBAL	MIN	Minnedosa		B03	-99.85	50.32	west	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2013-10-02/IX1913/C2F5EACXX_8/IX1913_C2F5EACXX_8_ACATCT.bam	DONE
MTN8_DNA979	MTN8	979	534	PBAL	MTN	Matane		B04	-67.35	48.57	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2013-10-10/IX1917/C2P4LACXX_4/IX1917_C2P4LACXX_4_AGCATC.bam	DONE
MTN12_DNA980	MTN12	980	528	PBAL	MTN	Matane		B04	-67.35	48.57	west	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2013-10-01/IX1906/C2F5EACXX_1/IX1906_C2F5EACXX_1_ATTCCT.bam	DONE
MTN14_DNA981	MTN14	981	530	PBAL	MTN	Matane		B04	-67.35	48.57	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2013-10-09/IX1914/C2P4LACXX_1/IX1914_C2P4LACXX_1_CATTTT.bam	DONE
NWL9_DNA982	NWL9	982	578	PBAL	NWL	Norman Wells		B02	-126.67	65.23	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2013-10-10/IX1916/C2P4LACXX_3/IX1916_C2P4LACXX_3_CGGAAT.bam	DONE
POR9_DNA983	POR9	983	610	PBAL	POR	Portage		B03	-98.3	49.95	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2013-10-09/IX1914/C2P4LACXX_1/IX1914_C2P4LACXX_1_GATATA.bam	DONE
POR10_DNA984	POR10	984	599	PBAL	POR	Portage		B03	-98.3	49.95	west	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2013-10-02/IX1911/C2F5EACXX_6/IX1911_C2F5EACXX_6_GGCCTG.bam	DONE
POR13_DNA985	POR13	985	602	PBAL	POR	Portage		B03	-98.3	49.95	west	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2013-10-02/IX1913/C2F5EACXX_8/IX1913_C2F5EACXX_8_TCTACC.bam	DONE
POR15_DNA986	POR15	986	604	PBAL	POR	Portage		B03	-98.3	49.95	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2013-10-10/IX1919/C2P4LACXX_6/IX1919_C2P4LACXX_6_CCGTCC.bam	DONE
CAR-11-02_DNA987	CAR-11-02	987	68	PBAL	CAR	Carnduff		B03	-101.83	49.18	west	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2013-10-01/IX1909/C2F5EACXX_4/IX1909_C2F5EACXX_4_AGTCAA.bam	DONE
RNA7_DNA988	RNA7	988	653	PBAL	RNA	Rouyn-Noranda		B03	-78.67	48.6	west	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2013-10-01/IX1908/C2F5EACXX_3/IX1908_C2F5EACXX_3_CAGGCG.bam	DONE
CAR9_DNA996	CAR9	996	79	PBAL	CAR	Carnduff		B03	-101.83	49.18	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2013-10-30/IX2033/C2P5YACXX_5/IX2033_C2P5YACXX_5_ATCACG.bam	DONE
EDM15_DNA1001	EDM15	1001	155	PBAL	EDM	Edmonton		B03	-113.32	53.55	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2013-11-06/IX2038/C2P8KACXX_2/IX2038_C2P8KACXX_2_GATCAG.bam	DONE
FRE3_DNA1004	FRE3	1004	189	PBAL	FRE	Frederiction		B04	-67.25	46.4	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2013-11-06/IX2039/C2P8KACXX_3/IX2039_C2P8KACXX_3_AACCCC.bam	DONE
GIL2_DNA1005	GIL2	1005	214	PBAL	GIL	Gillam		B03	-94.63	56.35	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2013-11-06/IX2046/C2PVTACXX_2/IX2046_C2PVTACXX_2_ACCCAG.bam	DONE
GIL6_DNA1006	GIL6	1006	218	PBAL	GIL	Gillam		B03	-94.63	56.35	west	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2013-11-29/IX2057/C34BNACXX_6/IX2057_C34BNACXX_6_AGCGCT.bam	DONE
GIL11_DNA1007	GIL11	1007	209	PBAL	GIL	Gillam		B03	-94.63	56.35	west	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2013-11-18/IX2034/C2RT2ACXX_3/IX2034_C2RT2ACXX_3_CAAAAG.bam	DONE
KUU4_DNA1017	KUU4	1017	379	PBAL	KUU	Kuujjuaq		B04	-68.65	58.02	west	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2013-11-29/IX2056/C34BNACXX_5/IX2056_C34BNACXX_5_GATGCT.bam	DONE
MAT1_DNA1020	MAT1	1020	456	PBAL	MAT	Matapedia		B04	-67.18	48.22	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2013-11-06/IX2041/C2P8KACXX_5/IX2041_C2P8KACXX_5_TAATCG.bam	DONE
MAT13_DNA1021	MAT13	1021	453	PBAL	MAT	Matapedia		B04	-67.18	48.22	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2013-11-06/IX2038/C2P8KACXX_2/IX2038_C2P8KACXX_2_TGAATG.bam	DONE
MAT15_DNA1022	MAT15	1022	455	PBAL	MAT	Matapedia		B04	-67.18	48.22	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2013-11-06/IX2042/C2P8KACXX_6/IX2042_C2P8KACXX_6_AGTTCC.bam	DONE
MEL8_DNA1023	MEL8	1023	499	PBAL	MEL	Melville		B03	-102.62	51.35	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2013-11-06/IX2040/C2P8KACXX_4/IX2040_C2P8KACXX_4_CGATGT.bam	DONE
NWL7_DNA1025	NWL7	1025	576	PBAL	NWL	Norman Wells		B02	-126.67	65.23	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2013-11-06/IX2037/C2P8KACXX_1/IX2037_C2P8KACXX_1_TAGCTT.bam	DONE
NWL14_DNA1028	NWL14	1028	570	PBAL	NWL	Norman Wells		B02	-126.67	65.23	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2013-11-06/IX2044/C2P8KACXX_8/IX2044_C2P8KACXX_8_AACTTG.bam	DONE
NWL15_DNA1029	NWL15	1029	571	PBAL	NWL	Norman Wells		B02	-126.67	65.23	west	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2013-11-29/IX2056/C34BNACXX_5/IX2056_C34BNACXX_5_ACCGGC.bam	DONE
SRD1_DNA1031	SRD1	1031	757	PBAL	SRD	South Reindeer		B03	-104.23	56.27	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2013-11-06/IX2039/C2P8KACXX_3/IX2039_C2P8KACXX_3_AGGCCG.bam	DONE
SRD3_DNA1032	SRD3	1032	759	PBAL	SRD	South Reindeer		B03	-104.23	56.27	west	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2013-11-18/IX2034/C2RT2ACXX_3/IX2034_C2RT2ACXX_3_CAACTA.bam	DONE
SRD13_DNA1033	SRD13	1033	755	PBAL	SRD	South Reindeer		B03	-104.23	56.27	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2013-11-06/IX2045/C2PVTACXX_1/IX2045_C2PVTACXX_1_CCACGC.bam	DONE
STO10_DNA1035	STO10	1035	789	PBAL	STO	Stony Rapids		B03	-105.72	59.23	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2013-11-06/IX2043/C2P8KACXX_7/IX2043_C2P8KACXX_7_GCAAGG.bam	DONE
WHR10_DNA1037	WHR10	1037	834	PBAL	WHR	Whitehorse		B02	-135.33	60.7	west	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2013-11-29/IX2056/C34BNACXX_5/IX2056_C34BNACXX_5_TACAGC.bam	DONE
WHR13_DNA1038	WHR13	1038	837	PBAL	WHR	Whitehorse		B02	-135.33	60.7	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2013-10-30/IX2035/C2P5YACXX_7/IX2035_C2P5YACXX_7_TGCCAT.bam	DONE
PhetA_Coll2012_DNA1040	PhetA_Coll2012	1040	620	PHET	HETE	HETE	HETE	A01	NA	NA	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2013-11-06/IX2052/C2PVTACXX_8/IX2052_C2PVTACXX_8_AGGTTT.bam	DONE
PhetB_Coll2012_DNA1041	PhetB_Coll2012	1041	621	PHET	HETE	HETE	HETE	A01	NA	NA	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2013-12-04/IX2053/C34R9ACXX_1/IX2053_C34R9ACXX_1_ACTTGA.bam	DONE
PhetC_Davies2001_DNA1042	PhetC_Davies2001	1042	622	PHET	HETE	HETE	HETE	A01	NA	NA	west	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2013-11-29/IX2054/C34BNACXX_4/IX2054_C34BNACXX_4_CGTACG.bam	DONE
SOU13_DNA1047	SOU13	1047	733	PBAL	SOU	Soiux Lookout		B03	-91.9	50.08	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2013-11-06/IX2042/C2P8KACXX_6/IX2042_C2P8KACXX_6_TTAGGC.bam	DONE
SRD6_DNA1048	SRD6	1048	762	PBAL	SRD	South Reindeer		B03	-104.23	56.27	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2013-11-06/IX2039/C2P8KACXX_3/IX2039_C2P8KACXX_3_GGCTAC.bam	DONE
STL2_DNA1050	STL2	1050	785	PBAL	STL	Stettler		B03	-112.73	52.35	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2013-11-06/IX2042/C2P8KACXX_6/IX2042_C2P8KACXX_6_AAGACT.bam	DONE
WAD7_DNA1058	WAD7	1058	827	PBAL	WAD	Wadena		B03	-104.27	52.37	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2013-11-06/IX2044/C2P8KACXX_8/IX2044_C2P8KACXX_8_ACGATA.bam	DONE
WHR6_DNA1060	WHR6	1060	843	PBAL	WHR	Whitehorse		B02	-135.33	60.7	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2013-11-06/IX2037/C2P8KACXX_1/IX2037_C2P8KACXX_1_ATAATT.bam	DONE
BOY7_DNA1095	BOY7	1095	48	PBAL	BOY	Boyle		B03	-112.65	54.55	west	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2013-11-18/IX2034/C2RT2ACXX_3/IX2034_C2RT2ACXX_3_CACCGG.bam	DONE
BOY9_DNA1096	BOY9	1096	50	PBAL	BOY	Boyle		B03	-112.65	54.55	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2013-10-30/IX2033/C2P5YACXX_5/IX2033_C2P5YACXX_5_CCCATG.bam	DONE
DUN5_DNA1097	DUN5	1097	146	PBAL	DUN	Dunlop		B03	-98.58	54.85	west	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2013-11-18/IX2034/C2RT2ACXX_3/IX2034_C2RT2ACXX_3_CTCAGA.bam	DONE
BOY13_DNA1107	BOY13	1107	39	PBAL	BOY	Boyle		B03	-112.65	54.55	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2013-11-06/IX2046/C2PVTACXX_2/IX2046_C2PVTACXX_2_GCACTT.bam	DONE
DEN8_DNA1108	DEN8	1108	128	PBAL	DEN	Denali National Park		B02	-149.02	63.87	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2013-11-06/IX2038/C2P8KACXX_2/IX2038_C2P8KACXX_2_TATAAT.bam	DONE
DEN11_DNA1109	DEN11	1109	116	PBAL	DEN	Denali National Park		B02	-149.02	63.87	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2013-11-06/IX2041/C2P8KACXX_5/IX2041_C2P8KACXX_5_TGCTGG.bam	DONE
DEN12_DNA1110	DEN12	1110	117	PBAL	DEN	Denali National Park		B02	-149.02	63.87	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2013-11-06/IX2039/C2P8KACXX_3/IX2039_C2P8KACXX_3_CCGTCC.bam	DONE
EDM4_DNA1111	EDM4	1111	159	PBAL	EDM	Edmonton		B03	-113.32	53.55	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2013-11-06/IX2043/C2P8KACXX_7/IX2043_C2P8KACXX_7_TGACCA.bam	DONE
FBK13_DNA1112	FBK13	1112	170	PBAL	FBK	Fairbanks		B02	-146.35	64.9	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2013-11-06/IX2044/C2P8KACXX_8/IX2044_C2P8KACXX_8_CTTGTA.bam	DONE
FBK14_DNA1113	FBK14	1113	171	PBAL	FBK	Fairbanks		B02	-146.35	64.9	west	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2013-11-29/IX2056/C34BNACXX_5/IX2056_C34BNACXX_5_AAGCGA.bam	DONE
GPR10_DNA1114	GPR10	1114	226	PBAL	GPR	Grande Prairie		B03	-118.63	54.75	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2013-11-06/IX2041/C2P8KACXX_5/IX2041_C2P8KACXX_5_ACTCTC.bam	DONE
GPR15_DNA1115	GPR15	1115	231	PBAL	GPR	Grande Prairie		B03	-118.63	54.75	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2013-11-06/IX2041/C2P8KACXX_5/IX2041_C2P8KACXX_5_ATACGG.bam	DONE
HAY9_DNA1116	HAY9	1116	290	PBAL	HAY	Hay River		B03	-115.78	60.8	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2013-11-06/IX2043/C2P8KACXX_7/IX2043_C2P8KACXX_7_CACGAT.bam	DONE
HAY13_DNA1117	HAY13	1117	279	PBAL	HAY	Hay River		B03	-115.78	60.8	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2013-11-06/IX2045/C2PVTACXX_1/IX2045_C2PVTACXX_1_GAGTGG.bam	DONE
HAY14_DNA1118	HAY14	1118	280	PBAL	HAY	Hay River		B03	-115.78	60.8	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2013-11-06/IX2044/C2P8KACXX_8/IX2044_C2P8KACXX_8_CTGCTG.bam	DONE
INU9_DNA1119	INU9	1119	324	PBAL	INU	Inuvik		B02	-133.77	68.38	west	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2013-11-29/IX2057/C34BNACXX_6/IX2057_C34BNACXX_6_GCCGCG.bam	DONE
INU15_DNA1120	INU15	1120	323	PBAL	INU	Inuvik		B02	-133.77	68.38	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2013-11-06/IX2046/C2PVTACXX_2/IX2046_C2PVTACXX_2_TCATTC.bam	DONE
LAR13_DNA1121	LAR13	1121	397	PBAL	LAR	La Ronge		B03	-105.55	54.75	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2013-11-06/IX2040/C2P8KACXX_4/IX2040_C2P8KACXX_4_TGGCGC.bam	DONE
LOV12_DNA1122	LOV12	1122	428	PBAL	LOV	Love		B03	-105.5	53.63	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2013-11-06/IX2037/C2P8KACXX_1/IX2037_C2P8KACXX_1_GTAGAG.bam	DONE
NWL1_DNA1123	NWL1	1123	572	PBAL	NWL	Norman Wells		B02	-126.67	65.23	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2013-10-30/IX2036/C2P5YACXX_8/IX2036_C2P5YACXX_8_ACAGTG.bam	DONE
NWL11_DNA1124	NWL11	1124	567	PBAL	NWL	Norman Wells		B02	-126.67	65.23	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2013-11-06/IX2043/C2P8KACXX_7/IX2043_C2P8KACXX_7_AAACAT.bam	DONE
NWL13_DNA1125	NWL13	1125	569	PBAL	NWL	Norman Wells		B02	-126.67	65.23	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2013-11-06/IX2046/C2PVTACXX_2/IX2046_C2PVTACXX_2_AAGGAC.bam	DONE
RNA4_DNA1126	RNA4	1126	652	PBAL	RNA	Rouyn-Noranda		B03	-78.67	48.6	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2013-10-30/IX2035/C2P5YACXX_7/IX2035_C2P5YACXX_7_ACTGAT.bam	DONE
